compartment_no,position_cm,speed_cm_s,motor_current_a,sensor_distance_cm,weight_kg,state,actual_condition,event_type
3,40.868,0.3,2.4,42.868,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,40.868,0.0,2.4,42.868,2.0,FAULT,overload,OVERLOAD_RESPONSE
3,40.868,0.0,1.9,42.868,2.0,FAULT,overload,OVERLOAD_FAULT
3,40.868,0.0,1.4,42.868,2.0,FAULT,overload,OVERLOAD_FAULT
3,40.868,0.0,0.9,42.868,2.0,FAULT,overload,OVERLOAD_FAULT
3,40.868,0.0,0.4,42.868,2.0,FAULT,overload,OVERLOAD_FAULT
3,40.868,0.0,0.1,42.868,2.0,FAULT,overload,OVERLOAD_FAULT
2,51.559,0.25,0.765,53.559,0.329,MOVING_DOWN,normal,TICK
2,51.509,0.5,0.765,53.509,0.329,MOVING_DOWN,normal,TICK
2,51.434,0.75,0.765,53.434,0.329,MOVING_DOWN,normal,TICK
2,51.334,1.0,0.765,53.334,0.329,MOVING_DOWN,normal,TICK
2,51.209,1.25,0.765,53.209,0.329,MOVING_DOWN,normal,TICK
2,51.059,1.5,0.765,53.059,0.329,MOVING_DOWN,normal,TICK
2,51.059,1.5,0.765,0.5,0.329,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
2,51.059,0.7,1.265,0.5,0.329,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
2,51.059,0.0,1.765,0.5,0.329,FAULT,obstruction,OBSTRUCTION_RESPONSE
2,51.059,0.0,1.265,0.5,0.329,FAULT,obstruction,OBSTRUCTION_FAULT
2,51.059,0.0,0.765,0.5,0.329,FAULT,obstruction,OBSTRUCTION_FAULT
2,51.059,0.0,0.265,0.5,0.329,FAULT,obstruction,OBSTRUCTION_FAULT
2,51.059,0.0,0.1,0.5,0.329,FAULT,obstruction,OBSTRUCTION_FAULT
2,51.059,0.0,0.1,0.5,0.329,FAULT,obstruction,OBSTRUCTION_FAULT
1,45.153,0.25,0.751,47.153,0.288,MOVING_DOWN,normal,TICK
1,45.103,0.5,0.751,47.103,0.288,MOVING_DOWN,normal,TICK
1,45.028,0.75,0.751,47.028,0.288,MOVING_DOWN,normal,TICK
1,44.928,1.0,0.751,46.928,0.288,MOVING_DOWN,normal,TICK
1,44.803,1.25,0.751,46.803,0.288,MOVING_DOWN,normal,TICK
1,44.653,1.5,0.751,46.653,0.288,MOVING_DOWN,normal,TICK
1,44.478,1.75,0.751,46.478,0.288,MOVING_DOWN,normal,TICK
1,44.278,2.0,0.751,46.278,0.288,MOVING_DOWN,normal,TICK
1,44.053,2.25,0.751,46.053,0.288,MOVING_DOWN,normal,TICK
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOP
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOPPED
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOPPED
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOPPED
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOPPED
1,44.053,0.0,0.1,46.053,0.288,STOPPED,manual_stop,MANUAL_STOPPED
3,54.035,0.25,0.956,56.035,0.873,MOVING_DOWN,normal,TICK
3,53.985,0.5,0.956,55.985,0.873,MOVING_DOWN,normal,TICK
3,53.91,0.75,0.956,55.91,0.873,MOVING_DOWN,normal,TICK
3,53.81,1.0,0.956,55.81,0.873,MOVING_DOWN,normal,TICK
3,53.685,1.25,0.956,55.685,0.873,MOVING_DOWN,normal,TICK
3,53.535,1.5,0.956,55.535,0.873,MOVING_DOWN,normal,TICK
3,53.36,1.75,0.956,55.36,0.873,MOVING_DOWN,normal,TICK
3,53.16,2.0,0.956,55.16,0.873,MOVING_DOWN,normal,TICK
3,52.935,2.25,0.956,54.935,0.873,MOVING_DOWN,normal,TICK
3,52.685,2.5,0.956,54.685,0.873,MOVING_DOWN,normal,TICK
3,52.41,2.75,0.956,54.41,0.873,MOVING_DOWN,normal,TICK
3,52.11,3.0,0.956,54.11,0.873,MOVING_DOWN,normal,TICK
3,51.785,3.25,0.956,53.785,0.873,MOVING_DOWN,normal,TICK
3,51.435,3.5,0.956,53.435,0.873,MOVING_DOWN,normal,TICK
3,51.06,3.75,0.956,53.06,0.873,MOVING_DOWN,normal,TICK
3,50.66,4.0,0.956,52.66,0.873,MOVING_DOWN,normal,TICK
3,50.235,4.25,0.956,52.235,0.873,MOVING_DOWN,normal,TICK
3,49.785,4.5,0.956,51.785,0.873,MOVING_DOWN,normal,TICK
3,49.31,4.75,0.956,51.31,0.873,MOVING_DOWN,normal,TICK
3,48.81,5.0,0.956,50.81,0.873,MOVING_DOWN,normal,TICK
3,48.81,5.0,0.956,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
3,48.81,4.2,1.456,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,3.4,1.956,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,2.6,2.456,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,1.8,2.956,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,1.0,3.2,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,0.2,3.2,0.5,0.873,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,48.81,0.0,3.2,0.5,0.873,FAULT,obstruction,OBSTRUCTION_RESPONSE
3,48.81,0.0,2.7,0.5,0.873,FAULT,obstruction,OBSTRUCTION_FAULT
3,48.81,0.0,2.2,0.5,0.873,FAULT,obstruction,OBSTRUCTION_FAULT
3,48.81,0.0,1.7,0.5,0.873,FAULT,obstruction,OBSTRUCTION_FAULT
3,48.81,0.0,1.2,0.5,0.873,FAULT,obstruction,OBSTRUCTION_FAULT
3,48.81,0.0,0.7,0.5,0.873,FAULT,obstruction,OBSTRUCTION_FAULT
2,28.345,0.25,0.692,30.345,0.119,MOVING_DOWN,normal,TICK
2,28.295,0.5,0.692,30.295,0.119,MOVING_DOWN,normal,TICK
2,28.22,0.75,0.692,30.22,0.119,MOVING_DOWN,normal,TICK
2,28.12,1.0,0.692,30.12,0.119,MOVING_DOWN,normal,TICK
2,27.995,1.25,0.692,29.995,0.119,MOVING_DOWN,normal,TICK
2,27.845,1.5,0.692,29.845,0.119,MOVING_DOWN,normal,TICK
2,27.67,1.75,0.692,29.67,0.119,MOVING_DOWN,normal,TICK
2,27.47,2.0,0.692,29.47,0.119,MOVING_DOWN,normal,TICK
2,27.245,2.25,0.692,29.245,0.119,MOVING_DOWN,normal,TICK
2,26.995,2.5,0.692,28.995,0.119,MOVING_DOWN,normal,TICK
2,26.72,2.75,0.692,28.72,0.119,MOVING_DOWN,normal,TICK
2,26.42,3.0,0.692,28.42,0.119,MOVING_DOWN,normal,TICK
2,26.095,3.25,0.692,28.095,0.119,MOVING_DOWN,normal,TICK
2,25.745,3.5,0.692,27.745,0.119,MOVING_DOWN,normal,TICK
2,25.37,3.75,0.692,27.37,0.119,MOVING_DOWN,normal,TICK
2,24.97,4.0,0.692,26.97,0.119,MOVING_DOWN,normal,TICK
2,24.545,4.25,0.692,26.545,0.119,MOVING_DOWN,normal,TICK
2,24.095,4.5,0.692,26.095,0.119,MOVING_DOWN,normal,TICK
2,23.62,4.75,0.692,25.62,0.119,MOVING_DOWN,normal,TICK
2,23.12,5.0,0.692,25.12,0.119,MOVING_DOWN,normal,TICK
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOP
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOPPED
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOPPED
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOPPED
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOPPED
2,23.12,0.0,0.1,25.12,0.119,STOPPED,manual_stop,MANUAL_STOPPED
1,51.615,0.25,0.85,53.615,0.573,MOVING_DOWN,normal,TICK
1,51.565,0.5,0.85,53.565,0.573,MOVING_DOWN,normal,TICK
1,51.49,0.75,0.85,53.49,0.573,MOVING_DOWN,normal,TICK
1,51.39,1.0,0.85,53.39,0.573,MOVING_DOWN,normal,TICK
1,51.265,1.25,0.85,53.265,0.573,MOVING_DOWN,normal,TICK
1,51.115,1.5,0.85,53.115,0.573,MOVING_DOWN,normal,TICK
1,50.94,1.75,0.85,52.94,0.573,MOVING_DOWN,normal,TICK
1,50.74,2.0,0.85,52.74,0.573,MOVING_DOWN,normal,TICK
1,50.515,2.25,0.85,52.515,0.573,MOVING_DOWN,normal,TICK
1,50.265,2.5,0.85,52.265,0.573,MOVING_DOWN,normal,TICK
1,50.265,2.5,0.85,0.5,0.573,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
1,50.265,1.7,1.35,0.5,0.573,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,50.265,0.9,1.85,0.5,0.573,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,50.265,0.1,2.35,0.5,0.573,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,50.265,0.0,2.85,0.5,0.573,FAULT,obstruction,OBSTRUCTION_RESPONSE
1,50.265,0.0,2.35,0.5,0.573,FAULT,obstruction,OBSTRUCTION_FAULT
1,50.265,0.0,1.85,0.5,0.573,FAULT,obstruction,OBSTRUCTION_FAULT
1,50.265,0.0,1.35,0.5,0.573,FAULT,obstruction,OBSTRUCTION_FAULT
1,50.265,0.0,0.85,0.5,0.573,FAULT,obstruction,OBSTRUCTION_FAULT
1,50.265,0.0,0.35,0.5,0.573,FAULT,obstruction,OBSTRUCTION_FAULT
3,40.32,0.25,0.891,42.32,0.689,MOVING_DOWN,normal,TICK
3,40.27,0.5,0.891,42.27,0.689,MOVING_DOWN,normal,TICK
3,40.195,0.75,0.891,42.195,0.689,MOVING_DOWN,normal,TICK
3,40.095,1.0,0.891,42.095,0.689,MOVING_DOWN,normal,TICK
3,39.97,1.25,0.891,41.97,0.689,MOVING_DOWN,normal,TICK
3,39.82,1.5,0.891,41.82,0.689,MOVING_DOWN,normal,TICK
3,39.645,1.75,0.891,41.645,0.689,MOVING_DOWN,normal,TICK
3,39.445,2.0,0.891,41.445,0.689,MOVING_DOWN,normal,TICK
3,39.22,2.25,0.891,41.22,0.689,MOVING_DOWN,normal,TICK
3,38.97,2.5,0.891,40.97,0.689,MOVING_DOWN,normal,TICK
3,38.695,2.75,0.891,40.695,0.689,MOVING_DOWN,normal,TICK
3,38.395,3.0,0.891,40.395,0.689,MOVING_DOWN,normal,TICK
3,38.07,3.25,0.891,40.07,0.689,MOVING_DOWN,normal,TICK
3,37.72,3.5,0.891,39.72,0.689,MOVING_DOWN,normal,TICK
3,37.345,3.75,0.891,39.345,0.689,MOVING_DOWN,normal,TICK
3,36.945,4.0,0.891,38.945,0.689,MOVING_DOWN,normal,TICK
3,36.52,4.25,0.891,38.52,0.689,MOVING_DOWN,normal,TICK
3,36.07,4.5,0.891,38.07,0.689,MOVING_DOWN,normal,TICK
3,35.595,4.75,0.891,37.595,0.689,MOVING_DOWN,normal,TICK
3,35.095,5.0,0.891,37.095,0.689,MOVING_DOWN,normal,TICK
3,34.57,5.25,0.891,36.57,0.689,MOVING_DOWN,normal,TICK
3,34.02,5.5,0.891,36.02,0.689,MOVING_DOWN,normal,TICK
3,33.445,5.75,0.891,35.445,0.689,MOVING_DOWN,normal,TICK
3,32.845,6.0,0.891,34.845,0.689,MOVING_DOWN,normal,TICK
3,32.22,6.25,0.891,34.22,0.689,MOVING_DOWN,normal,TICK
3,31.57,6.5,0.891,33.57,0.689,MOVING_DOWN,normal,TICK
3,30.895,6.75,0.891,32.895,0.689,MOVING_DOWN,normal,TICK
3,30.195,7.0,0.891,32.195,0.689,MOVING_DOWN,normal,TICK
3,29.495,7.0,0.891,31.495,0.689,MOVING_DOWN,normal,TICK
3,28.795,7.0,0.891,30.795,0.689,MOVING_DOWN,normal,TICK
3,28.095,7.0,0.891,30.095,0.689,MOVING_DOWN,normal,TICK
3,27.395,7.0,0.891,29.395,0.689,MOVING_DOWN,normal,TICK
3,26.695,7.0,0.891,28.695,0.689,MOVING_DOWN,normal,TICK
3,25.995,7.0,0.891,27.995,0.689,MOVING_DOWN,normal,TICK
3,25.295,7.0,0.891,27.295,0.689,MOVING_DOWN,normal,TICK
3,24.595,7.0,0.891,26.595,0.689,MOVING_DOWN,normal,TICK
3,23.895,7.0,0.891,25.895,0.689,MOVING_DOWN,normal,TICK
3,23.195,7.0,0.891,25.195,0.689,MOVING_DOWN,normal,TICK
3,22.495,7.0,0.891,24.495,0.689,MOVING_DOWN,normal,TICK
3,21.795,7.0,0.891,23.795,0.689,MOVING_DOWN,normal,TICK
3,21.095,7.0,0.891,23.095,0.689,MOVING_DOWN,normal,TICK
3,20.395,7.0,0.891,22.395,0.689,MOVING_DOWN,normal,TICK
3,19.695,7.0,0.891,21.695,0.689,MOVING_DOWN,normal,TICK
3,18.995,7.0,0.891,20.995,0.689,MOVING_DOWN,normal,TICK
3,18.295,7.0,0.891,20.295,0.689,MOVING_DOWN,normal,TICK
3,17.595,7.0,0.891,19.595,0.689,MOVING_DOWN,normal,TICK
3,16.895,7.0,0.891,18.895,0.689,MOVING_DOWN,normal,TICK
3,16.195,7.0,0.891,18.195,0.689,MOVING_DOWN,normal,TICK
3,15.495,7.0,0.891,17.495,0.689,MOVING_DOWN,normal,TICK
3,14.795,7.0,0.891,16.795,0.689,MOVING_DOWN,normal,TICK
3,14.095,7.0,0.891,16.095,0.689,MOVING_DOWN,normal,TICK
3,13.395,7.0,0.891,15.395,0.689,MOVING_DOWN,normal,TICK
3,12.695,7.0,0.891,14.695,0.689,MOVING_DOWN,normal,TICK
3,11.995,7.0,0.891,13.995,0.689,MOVING_DOWN,normal,TICK
3,11.295,7.0,0.891,13.295,0.689,MOVING_DOWN,normal,TICK
3,10.595,7.0,0.891,12.595,0.689,MOVING_DOWN,normal,TICK
3,9.895,7.0,0.891,11.895,0.689,MOVING_DOWN,normal,TICK
3,9.195,7.0,0.891,11.195,0.689,MOVING_DOWN,normal,TICK
3,8.495,7.0,0.891,10.495,0.689,MOVING_DOWN,normal,TICK
3,7.795,7.0,0.891,9.795,0.689,MOVING_DOWN,normal,TICK
3,7.095,7.0,0.891,9.095,0.689,MOVING_DOWN,normal,TICK
3,6.395,7.0,0.891,8.395,0.689,MOVING_DOWN,normal,TICK
3,5.695,7.0,0.891,7.695,0.689,MOVING_DOWN,normal,TICK
3,4.995,7.0,0.891,6.995,0.689,MOVING_DOWN,normal,TICK
3,4.295,7.0,0.891,6.295,0.689,MOVING_DOWN,normal,TICK
3,3.595,7.0,0.891,5.595,0.689,MOVING_DOWN,normal,TICK
3,2.895,7.0,0.891,4.895,0.689,MOVING_DOWN,normal,TICK
3,2.895,0.0,0.1,4.895,0.689,STOPPED,normal,NORMAL_STOP
2,34.946,0.25,0.822,36.946,0.491,MOVING_DOWN,normal,TICK
2,34.896,0.5,0.822,36.896,0.491,MOVING_DOWN,normal,TICK
2,34.821,0.75,0.822,36.821,0.491,MOVING_DOWN,normal,TICK
2,34.721,1.0,0.822,36.721,0.491,MOVING_DOWN,normal,TICK
2,34.596,1.25,0.822,36.596,0.491,MOVING_DOWN,normal,TICK
2,34.446,1.5,0.822,36.446,0.491,MOVING_DOWN,normal,TICK
2,34.271,1.75,0.822,36.271,0.491,MOVING_DOWN,normal,TICK
2,34.071,2.0,0.822,36.071,0.491,MOVING_DOWN,normal,TICK
2,33.846,2.25,0.822,35.846,0.491,MOVING_DOWN,normal,TICK
2,33.596,2.5,0.822,35.596,0.491,MOVING_DOWN,normal,TICK
2,33.596,2.5,0.822,35.596,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
2,33.596,1.7,1.322,35.596,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,33.596,0.9,1.822,35.596,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,33.596,0.1,2.322,35.596,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,33.596,0.0,2.4,35.596,2.0,FAULT,overload,OVERLOAD_RESPONSE
2,33.596,0.0,1.9,35.596,2.0,FAULT,overload,OVERLOAD_FAULT
2,33.596,0.0,1.4,35.596,2.0,FAULT,overload,OVERLOAD_FAULT
2,33.596,0.0,0.9,35.596,2.0,FAULT,overload,OVERLOAD_FAULT
2,33.596,0.0,0.4,35.596,2.0,FAULT,overload,OVERLOAD_FAULT
2,33.596,0.0,0.1,35.596,2.0,FAULT,overload,OVERLOAD_FAULT
3,32.848,0.25,0.779,34.848,0.368,MOVING_DOWN,normal,TICK
3,32.798,0.5,0.779,34.798,0.368,MOVING_DOWN,normal,TICK
3,32.723,0.75,0.779,34.723,0.368,MOVING_DOWN,normal,TICK
3,32.623,1.0,0.779,34.623,0.368,MOVING_DOWN,normal,TICK
3,32.498,1.25,0.779,34.498,0.368,MOVING_DOWN,normal,TICK
3,32.348,1.5,0.779,34.348,0.368,MOVING_DOWN,normal,TICK
3,32.173,1.75,0.779,34.173,0.368,MOVING_DOWN,normal,TICK
3,31.973,2.0,0.779,33.973,0.368,MOVING_DOWN,normal,TICK
3,31.748,2.25,0.779,33.748,0.368,MOVING_DOWN,normal,TICK
3,31.498,2.5,0.779,33.498,0.368,MOVING_DOWN,normal,TICK
3,31.223,2.75,0.779,33.223,0.368,MOVING_DOWN,normal,TICK
3,30.923,3.0,0.779,32.923,0.368,MOVING_DOWN,normal,TICK
3,30.598,3.25,0.779,32.598,0.368,MOVING_DOWN,normal,TICK
3,30.248,3.5,0.779,32.248,0.368,MOVING_DOWN,normal,TICK
3,29.873,3.75,0.779,31.873,0.368,MOVING_DOWN,normal,TICK
3,29.473,4.0,0.779,31.473,0.368,MOVING_DOWN,normal,TICK
3,29.048,4.25,0.779,31.048,0.368,MOVING_DOWN,normal,TICK
3,28.598,4.5,0.779,30.598,0.368,MOVING_DOWN,normal,TICK
3,28.123,4.75,0.779,30.123,0.368,MOVING_DOWN,normal,TICK
3,27.623,5.0,0.779,29.623,0.368,MOVING_DOWN,normal,TICK
3,27.623,5.0,0.779,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
3,27.623,4.2,1.279,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,3.4,1.779,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,2.6,2.279,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,1.8,2.779,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,1.0,3.2,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,0.2,3.2,0.5,0.368,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,27.623,0.0,3.2,0.5,0.368,FAULT,obstruction,OBSTRUCTION_RESPONSE
3,27.623,0.0,2.7,0.5,0.368,FAULT,obstruction,OBSTRUCTION_FAULT
3,27.623,0.0,2.2,0.5,0.368,FAULT,obstruction,OBSTRUCTION_FAULT
3,27.623,0.0,1.7,0.5,0.368,FAULT,obstruction,OBSTRUCTION_FAULT
3,27.623,0.0,1.2,0.5,0.368,FAULT,obstruction,OBSTRUCTION_FAULT
3,27.623,0.0,0.7,0.5,0.368,FAULT,obstruction,OBSTRUCTION_FAULT
3,48.601,0.25,0.815,50.601,0.471,MOVING_DOWN,normal,TICK
3,48.551,0.5,0.815,50.551,0.471,MOVING_DOWN,normal,TICK
3,48.476,0.75,0.815,50.476,0.471,MOVING_DOWN,normal,TICK
3,48.376,1.0,0.815,50.376,0.471,MOVING_DOWN,normal,TICK
3,48.251,1.25,0.815,50.251,0.471,MOVING_DOWN,normal,TICK
3,48.101,1.5,0.815,50.101,0.471,MOVING_DOWN,normal,TICK
3,47.926,1.75,0.815,49.926,0.471,MOVING_DOWN,normal,TICK
3,47.726,2.0,0.815,49.726,0.471,MOVING_DOWN,normal,TICK
3,47.501,2.25,0.815,49.501,0.471,MOVING_DOWN,normal,TICK
3,47.251,2.5,0.815,49.251,0.471,MOVING_DOWN,normal,TICK
3,46.976,2.75,0.815,48.976,0.471,MOVING_DOWN,normal,TICK
3,46.676,3.0,0.815,48.676,0.471,MOVING_DOWN,normal,TICK
3,46.351,3.25,0.815,48.351,0.471,MOVING_DOWN,normal,TICK
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOP
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOPPED
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOPPED
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOPPED
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOPPED
3,46.351,0.0,0.1,48.351,0.471,STOPPED,manual_stop,MANUAL_STOPPED
3,43.222,0.25,0.857,45.222,0.592,MOVING_DOWN,normal,TICK
3,43.172,0.5,0.857,45.172,0.592,MOVING_DOWN,normal,TICK
3,43.097,0.75,0.857,45.097,0.592,MOVING_DOWN,normal,TICK
3,42.997,1.0,0.857,44.997,0.592,MOVING_DOWN,normal,TICK
3,42.872,1.25,0.857,44.872,0.592,MOVING_DOWN,normal,TICK
3,42.722,1.5,0.857,44.722,0.592,MOVING_DOWN,normal,TICK
3,42.547,1.75,0.857,44.547,0.592,MOVING_DOWN,normal,TICK
3,42.347,2.0,0.857,44.347,0.592,MOVING_DOWN,normal,TICK
3,42.122,2.25,0.857,44.122,0.592,MOVING_DOWN,normal,TICK
3,41.872,2.5,0.857,43.872,0.592,MOVING_DOWN,normal,TICK
3,41.597,2.75,0.857,43.597,0.592,MOVING_DOWN,normal,TICK
3,41.297,3.0,0.857,43.297,0.592,MOVING_DOWN,normal,TICK
3,40.972,3.25,0.857,42.972,0.592,MOVING_DOWN,normal,TICK
3,40.622,3.5,0.857,42.622,0.592,MOVING_DOWN,normal,TICK
3,40.247,3.75,0.857,42.247,0.592,MOVING_DOWN,normal,TICK
3,39.847,4.0,0.857,41.847,0.592,MOVING_DOWN,normal,TICK
3,39.422,4.25,0.857,41.422,0.592,MOVING_DOWN,normal,TICK
3,38.972,4.5,0.857,40.972,0.592,MOVING_DOWN,normal,TICK
3,38.497,4.75,0.857,40.497,0.592,MOVING_DOWN,normal,TICK
3,37.997,5.0,0.857,39.997,0.592,MOVING_DOWN,normal,TICK
3,37.472,5.25,0.857,39.472,0.592,MOVING_DOWN,normal,TICK
3,36.922,5.5,0.857,38.922,0.592,MOVING_DOWN,normal,TICK
3,36.347,5.75,0.857,38.347,0.592,MOVING_DOWN,normal,TICK
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOP
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOPPED
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOPPED
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOPPED
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOPPED
3,36.347,0.0,0.1,38.347,0.592,STOPPED,manual_stop,MANUAL_STOPPED
3,45.964,0.25,0.729,47.964,0.226,MOVING_DOWN,normal,TICK
3,45.914,0.5,0.729,47.914,0.226,MOVING_DOWN,normal,TICK
3,45.839,0.75,0.729,47.839,0.226,MOVING_DOWN,normal,TICK
3,45.739,1.0,0.729,47.739,0.226,MOVING_DOWN,normal,TICK
3,45.614,1.25,0.729,47.614,0.226,MOVING_DOWN,normal,TICK
3,45.464,1.5,0.729,47.464,0.226,MOVING_DOWN,normal,TICK
3,45.289,1.75,0.729,47.289,0.226,MOVING_DOWN,normal,TICK
3,45.089,2.0,0.729,47.089,0.226,MOVING_DOWN,normal,TICK
3,44.864,2.25,0.729,46.864,0.226,MOVING_DOWN,normal,TICK
3,44.614,2.5,0.729,46.614,0.226,MOVING_DOWN,normal,TICK
3,44.339,2.75,0.729,46.339,0.226,MOVING_DOWN,normal,TICK
3,44.339,2.75,0.729,0.5,0.226,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
3,44.339,1.95,1.229,0.5,0.226,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,44.339,1.15,1.729,0.5,0.226,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,44.339,0.35,2.229,0.5,0.226,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,44.339,0.0,2.729,0.5,0.226,FAULT,obstruction,OBSTRUCTION_RESPONSE
3,44.339,0.0,2.229,0.5,0.226,FAULT,obstruction,OBSTRUCTION_FAULT
3,44.339,0.0,1.729,0.5,0.226,FAULT,obstruction,OBSTRUCTION_FAULT
3,44.339,0.0,1.229,0.5,0.226,FAULT,obstruction,OBSTRUCTION_FAULT
3,44.339,0.0,0.729,0.5,0.226,FAULT,obstruction,OBSTRUCTION_FAULT
3,44.339,0.0,0.229,0.5,0.226,FAULT,obstruction,OBSTRUCTION_FAULT
3,38.058,0.25,0.737,40.058,0.249,MOVING_DOWN,normal,TICK
3,38.008,0.5,0.737,40.008,0.249,MOVING_DOWN,normal,TICK
3,37.933,0.75,0.737,39.933,0.249,MOVING_DOWN,normal,TICK
3,37.833,1.0,0.737,39.833,0.249,MOVING_DOWN,normal,TICK
3,37.708,1.25,0.737,39.708,0.249,MOVING_DOWN,normal,TICK
3,37.558,1.5,0.737,39.558,0.249,MOVING_DOWN,normal,TICK
3,37.383,1.75,0.737,39.383,0.249,MOVING_DOWN,normal,TICK
3,37.183,2.0,0.737,39.183,0.249,MOVING_DOWN,normal,TICK
3,36.958,2.25,0.737,38.958,0.249,MOVING_DOWN,normal,TICK
3,36.708,2.5,0.737,38.708,0.249,MOVING_DOWN,normal,TICK
3,36.433,2.75,0.737,38.433,0.249,MOVING_DOWN,normal,TICK
3,36.433,2.75,0.737,38.433,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
3,36.433,1.95,1.237,38.433,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,36.433,1.15,1.737,38.433,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,36.433,0.35,2.237,38.433,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
3,36.433,0.0,2.4,38.433,2.0,FAULT,overload,OVERLOAD_RESPONSE
3,36.433,0.0,1.9,38.433,2.0,FAULT,overload,OVERLOAD_FAULT
3,36.433,0.0,1.4,38.433,2.0,FAULT,overload,OVERLOAD_FAULT
3,36.433,0.0,0.9,38.433,2.0,FAULT,overload,OVERLOAD_FAULT
3,36.433,0.0,0.4,38.433,2.0,FAULT,overload,OVERLOAD_FAULT
3,36.433,0.0,0.1,38.433,2.0,FAULT,overload,OVERLOAD_FAULT
3,32.215,0.25,0.932,34.215,0.805,MOVING_DOWN,normal,TICK
3,32.165,0.5,0.932,34.165,0.805,MOVING_DOWN,normal,TICK
3,32.09,0.75,0.932,34.09,0.805,MOVING_DOWN,normal,TICK
3,31.99,1.0,0.932,33.99,0.805,MOVING_DOWN,normal,TICK
3,31.865,1.25,0.932,33.865,0.805,MOVING_DOWN,normal,TICK
3,31.715,1.5,0.932,33.715,0.805,MOVING_DOWN,normal,TICK
3,31.54,1.75,0.932,33.54,0.805,MOVING_DOWN,normal,TICK
